2022-03-31 17:20:25.944,657,3.21,0
2022-03-31 17:20:26.444,648,3.17,0
2022-03-31 17:20:26.944,657,3.21,0
2022-03-31 17:20:27.454,645,3.15,0
2022-03-31 17:20:27.954,314,1.53,1
2022-03-31 17:20:28.454,288,1.41,1
2022-03-31 17:20:28.954,297,1.45,1
2022-03-31 17:20:29.454,289,1.41,1
2022-03-31 17:20:29.954,267,1.30,1
2022-03-31 17:20:30.454,262,1.28,1
2022-03-31 17:20:30.954,263,1.29,1
2022-03-31 17:20:31.464,277,1.35,1
2022-03-31 17:20:31.964,279,1.36,1
2022-03-31 17:20:32.464,291,1.42,1
2022-03-31 17:20:32.964,290,1.42,1
2022-03-31 17:20:33.464,277,1.35,1
2022-03-31 17:20:33.964,605,2.96,0
2022-03-31 17:20:34.464,648,3.17,0
2022-03-31 17:20:34.964,661,3.23,0
2022-03-31 17:20:35.474,678,3.31,0
2022-03-31 17:20:35.974,689,3.37,0
2022-03-31 17:20:36.474,694,3.39,0
2022-03-31 17:20:36.974,687,3.36,0
2022-03-31 17:20:37.474,656,3.21,0
2022-03-31 17:20:37.974,634,3.10,0
2022-03-31 17:20:38.474,634,3.10,0
2022-03-31 17:20:38.974,644,3.15,0
2022-03-31 17:20:39.484,667,3.26,0
2022-03-31 17:20:39.984,692,3.38,0
2022-03-31 17:20:40.484,698,3.41,0
2022-03-31 17:20:40.984,693,3.39,0
2022-03-31 17:20:41.484,673,3.29,0
2022-03-31 17:20:41.984,642,3.14,0
2022-03-31 17:20:42.484,633,3.09,0
2022-03-31 17:20:42.984,312,1.52,1
2022-03-31 17:20:43.494,542,2.65,0
2022-03-31 17:20:43.994,653,3.19,0
2022-03-31 17:20:44.494,303,1.48,1
2022-03-31 17:20:44.994,697,3.41,0
2022-03-31 17:20:45.494,292,1.43,1
2022-03-31 17:20:45.994,664,3.25,0
2022-03-31 17:20:46.494,302,1.48,1
2022-03-31 17:20:46.994,631,3.08,0
2022-03-31 17:20:47.504,269,1.31,1
2022-03-31 17:20:48.004,663,3.24,0
2022-03-31 17:20:48.504,685,3.35,0
2022-03-31 17:20:49.004,695,3.40,0
2022-03-31 17:20:49.504,698,3.41,0
2022-03-31 17:20:50.004,694,3.39,0
2022-03-31 17:20:50.504,672,3.28,0
2022-03-31 17:20:51.004,645,3.15,0
2022-03-31 17:20:51.514,643,3.14,0
2022-03-31 17:20:52.014,659,3.22,0
2022-03-31 17:20:52.514,674,3.29,0
2022-03-31 17:20:53.014,689,3.37,0
2022-03-31 17:20:53.514,697,3.41,0
2022-03-31 17:20:54.014,620,3.03,0
2022-03-31 17:20:54.514,596,2.91,0
2022-03-31 17:20:55.014,402,1.96,0
2022-03-31 17:20:55.514,321,1.57,1
2022-03-31 17:20:56.014,311,1.52,1
2022-03-31 17:20:56.524,309,1.51,1
2022-03-31 17:20:57.024,376,1.84,0
2022-03-31 17:20:57.524,672,3.28,0
2022-03-31 17:20:58.024,693,3.39,0
2022-03-31 17:20:58.524,703,3.44,0
2022-03-31 17:20:59.024,706,3.45,0
2022-03-31 17:20:59.524,696,3.40,0
2022-03-31 17:21:00.034,666,3.26,0
2022-03-31 17:21:00.534,596,2.91,0
2022-03-31 17:21:01.034,578,2.83,0
2022-03-31 17:21:01.534,589,2.88,0
2022-03-31 17:21:02.034,629,3.07,0
2022-03-31 17:21:02.534,644,3.15,0
2022-03-31 17:21:03.034,629,3.07,0
2022-03-31 17:21:03.534,704,3.44,0
2022-03-31 17:21:04.034,710,3.47,0
2022-03-31 17:21:04.544,692,3.38,0
2022-03-31 17:21:05.044,663,3.24,0
2022-03-31 17:21:05.544,651,3.18,0
2022-03-31 17:21:06.044,655,3.20,0
2022-03-31 17:21:06.544,668,3.26,0
2022-03-31 17:21:07.044,688,3.36,0
2022-03-31 17:21:07.544,706,3.45,0
2022-03-31 17:21:08.044,714,3.49,0
2022-03-31 17:21:08.554,715,3.49,0
2022-03-31 17:21:09.054,700,3.42,0
2022-03-31 17:21:09.554,667,3.26,0
2022-03-31 17:21:10.054,653,3.19,0
2022-03-31 17:21:10.554,657,3.21,0
2022-03-31 17:21:11.054,674,3.29,0
2022-03-31 17:21:11.554,693,3.39,0
2022-03-31 17:21:12.054,707,3.46,0
2022-03-31 17:21:12.564,713,3.48,0
2022-03-31 17:21:13.064,708,3.46,0
2022-03-31 17:21:13.564,680,3.32,0
2022-03-31 17:21:14.064,650,3.18,0
2022-03-31 17:21:14.564,647,3.16,0
2022-03-31 17:21:15.064,659,3.22,0
2022-03-31 17:21:15.564,680,3.32,0
2022-03-31 17:21:16.064,698,3.41,0
2022-03-31 17:21:16.574,707,3.46,0
2022-03-31 17:21:17.074,706,3.45,0
2022-03-31 17:21:17.574,691,3.38,0
2022-03-31 17:21:18.074,658,3.22,0
2022-03-31 17:21:18.574,646,3.16,0
2022-03-31 17:21:19.074,651,3.18,0
2022-03-31 17:21:19.574,667,3.26,0
2022-03-31 17:21:20.074,688,3.36,0
2022-03-31 17:21:20.584,705,3.45,0
2022-03-31 17:21:21.084,708,3.46,0
2022-03-31 17:21:21.584,702,3.43,0
2022-03-31 17:21:22.084,678,3.31,0
2022-03-31 17:21:22.584,652,3.19,0
2022-03-31 17:21:23.084,649,3.17,0
2022-03-31 17:21:23.584,657,3.21,0
2022-03-31 17:21:24.084,672,3.28,0
2022-03-31 17:21:24.594,693,3.39,0
2022-03-31 17:21:25.094,706,3.45,0
2022-03-31 17:21:25.594,710,3.47,0
2022-03-31 17:21:26.094,697,3.41,0
2022-03-31 17:21:26.594,650,3.18,0
2022-03-31 17:21:27.094,569,2.78,0
2022-03-31 17:21:27.594,643,3.14,0
2022-03-31 17:21:28.094,658,3.22,0
2022-03-31 17:21:28.604,454,2.22,0
2022-03-31 17:21:29.104,282,1.38,1
2022-03-31 17:21:29.604,325,1.59,1
2022-03-31 17:21:30.104,362,1.77,0
2022-03-31 17:21:30.604,276,1.35,1
2022-03-31 17:21:31.104,271,1.32,1
2022-03-31 17:21:31.604,261,1.28,1
2022-03-31 17:21:32.104,244,1.19,1
2022-03-31 17:21:32.614,274,1.34,1
2022-03-31 17:21:33.114,294,1.44,1
2022-03-31 17:21:33.604,302,1.48,1
2022-03-31 17:21:34.114,310,1.52,1
2022-03-31 17:21:34.614,315,1.54,1
2022-03-31 17:21:35.114,316,1.54,1
2022-03-31 17:21:35.614,608,2.97,0
2022-03-31 17:21:36.114,562,2.75,0
2022-03-31 17:21:36.624,640,3.13,0
2022-03-31 17:21:37.114,644,3.15,0
2022-03-31 17:21:37.614,661,3.23,0
2022-03-31 17:21:38.124,658,3.22,0
2022-03-31 17:21:38.624,650,3.18,0
2022-03-31 17:21:39.124,663,3.24,0
2022-03-31 17:21:39.624,665,3.25,0
2022-03-31 17:21:40.124,661,3.23,0
2022-03-31 17:21:40.624,638,3.12,0
2022-03-31 17:21:41.124,630,3.08,0
2022-03-31 17:21:41.624,632,3.09,0
2022-03-31 17:21:42.134,636,3.11,0
2022-03-31 17:21:42.634,649,3.17,0
2022-03-31 17:21:43.134,668,3.26,0
2022-03-31 17:21:43.634,697,3.41,0
2022-03-31 17:21:44.134,706,3.45,0
2022-03-31 17:21:44.634,699,3.42,0
2022-03-31 17:21:45.134,685,3.35,0
2022-03-31 17:21:45.634,654,3.20,0
2022-03-31 17:21:46.144,650,3.18,0
2022-03-31 17:21:46.644,659,3.22,0
2022-03-31 17:21:47.144,676,3.30,0
2022-03-31 17:21:47.644,695,3.40,0
2022-03-31 17:21:48.144,709,3.47,0
2022-03-31 17:21:48.644,706,3.45,0
2022-03-31 17:21:49.144,694,3.39,0
2022-03-31 17:21:49.644,667,3.26,0
2022-03-31 17:21:50.154,650,3.18,0
2022-03-31 17:21:50.654,653,3.19,0
2022-03-31 17:21:51.154,666,3.26,0
2022-03-31 17:21:51.654,687,3.36,0
2022-03-31 17:21:52.154,705,3.45,0
2022-03-31 17:21:52.654,711,3.48,0
2022-03-31 17:21:53.154,709,3.47,0
2022-03-31 17:21:53.654,687,3.36,0
2022-03-31 17:21:54.164,655,3.20,0
2022-03-31 17:21:54.664,649,3.17,0
2022-03-31 17:21:55.164,661,3.23,0
2022-03-31 17:21:55.664,683,3.34,0
2022-03-31 17:21:56.164,704,3.44,0
2022-03-31 17:21:56.664,710,3.47,0
2022-03-31 17:21:57.164,706,3.45,0
2022-03-31 17:21:57.664,684,3.34,0
2022-03-31 17:21:58.174,655,3.20,0
2022-03-31 17:21:58.674,649,3.17,0
2022-03-31 17:21:59.174,662,3.24,0
2022-03-31 17:21:59.674,685,3.35,0
2022-03-31 17:22:00.174,706,3.45,0
2022-03-31 17:22:00.674,712,3.48,0
2022-03-31 17:22:01.174,705,3.45,0
2022-03-31 17:22:01.674,673,3.29,0
2022-03-31 17:22:02.184,650,3.18,0
2022-03-31 17:22:02.684,655,3.20,0
2022-03-31 17:22:03.184,675,3.30,0
2022-03-31 17:22:03.684,699,3.42,0
2022-03-31 17:22:04.184,711,3.48,0
2022-03-31 17:22:04.684,711,3.48,0
2022-03-31 17:22:05.184,697,3.41,0
2022-03-31 17:22:05.684,663,3.24,0
2022-03-31 17:22:06.194,649,3.17,0
2022-03-31 17:22:06.694,652,3.19,0
2022-03-31 17:22:07.194,670,3.27,0
2022-03-31 17:22:07.694,695,3.40,0
2022-03-31 17:22:08.194,707,3.46,0
2022-03-31 17:22:08.694,710,3.47,0
2022-03-31 17:22:09.194,695,3.40,0
2022-03-31 17:22:09.694,662,3.24,0
2022-03-31 17:22:10.204,647,3.16,0
2022-03-31 17:22:10.704,632,3.09,0
2022-03-31 17:22:11.204,454,2.22,0
2022-03-31 17:22:11.704,262,1.28,1
2022-03-31 17:22:12.204,286,1.40,1
2022-03-31 17:22:12.704,621,3.04,0
2022-03-31 17:22:13.204,703,3.44,0
2022-03-31 17:22:13.704,677,3.31,0
2022-03-31 17:22:14.214,650,3.18,0
2022-03-31 17:22:14.714,651,3.18,0
2022-03-31 17:22:15.214,668,3.26,0
2022-03-31 17:22:15.714,690,3.37,0
2022-03-31 17:22:16.214,709,3.47,0
2022-03-31 17:22:16.714,717,3.50,0
2022-03-31 17:22:17.214,713,3.48,0
2022-03-31 17:22:17.714,684,3.34,0
2022-03-31 17:22:18.224,604,2.95,0
2022-03-31 17:22:18.724,528,2.58,0
2022-03-31 17:22:19.224,616,3.01,0
2022-03-31 17:22:19.724,685,3.35,0
2022-03-31 17:22:20.224,700,3.42,0
2022-03-31 17:22:20.724,706,3.45,0
2022-03-31 17:22:21.224,700,3.42,0
2022-03-31 17:22:21.724,664,3.25,0
2022-03-31 17:22:22.234,655,3.20,0
2022-03-31 17:22:22.724,646,3.16,0
2022-03-31 17:22:23.234,658,3.22,0
2022-03-31 17:22:23.734,676,3.30,0
2022-03-31 17:22:24.234,691,3.38,0
2022-03-31 17:22:24.734,715,3.49,0
2022-03-31 17:22:25.234,710,3.47,0
2022-03-31 17:22:25.734,696,3.40,0
2022-03-31 17:22:26.234,670,3.27,0
2022-03-31 17:22:26.734,652,3.19,0
2022-03-31 17:22:27.244,656,3.21,0
2022-03-31 17:22:27.744,672,3.28,0
2022-03-31 17:22:28.244,695,3.40,0
2022-03-31 17:22:28.744,709,3.47,0
2022-03-31 17:22:29.244,710,3.47,0
2022-03-31 17:22:29.744,694,3.39,0
2022-03-31 17:22:30.244,658,3.22,0
2022-03-31 17:22:30.744,646,3.16,0
2022-03-31 17:22:31.254,654,3.20,0
2022-03-31 17:22:31.754,664,3.25,0
2022-03-31 17:22:32.254,692,3.38,0
2022-03-31 17:22:32.754,704,3.44,0
2022-03-31 17:22:33.254,705,3.45,0
2022-03-31 17:22:33.754,686,3.35,0
2022-03-31 17:22:34.254,650,3.18,0
2022-03-31 17:22:34.754,644,3.15,0
